Review number	Language	Hotel	Hotel stars	Hotel city	Hotel country	Reviewer	Reviewer location	Reviewer type	Positive	Negative	Rating
355	nl	des-coma-c-dies	3	Parijs	fr	Ganna	\xd0\x9a\xd0\xb8\xd0\xb5\xd0\xb2, Oekra\xc3\xafne	Jong stel	\n\xd0\x9e\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c - \xd0\xb8\xd0\xb4\xd0\xb5\xd0\xb0\xd0\xbb\xd1\x8c\xd0\xbd\xd1\x8b\xd0\xb9! \xd0\x92\xd1\x81\xd1\x91 \xd1\x87\xd0\xb8\xd1\x81\xd1\x82\xd0\xbe, \xd0\xba\xd0\xbe\xd0\xbc\xd1\x84\xd0\xbe\xd1\x82\xd1\x80\xd0\xbd\xd0\xbe, \xd1\x81\xd1\x82\xd0\xb8\xd0\xbb\xd1\x8c\xd0\xbd\xd0\xbe! \xd0\x94\xd0\xbe \xd0\xbc\xd0\xb5\xd1\x82\xd1\x80\xd0\xbe 2 \xd0\xbc\xd0\xb8\xd0\xbd! \xd0\xa0\xd1\x8f\xd0\xb4\xd0\xbe\xd0\xbc \xd0\xba\xd0\xb0\xd1\x84\xd0\xb5\xd1\x88\xd0\xba\xd0\xb8, \xd0\xbc\xd0\xb0\xd0\xb3\xd0\xb0\xd0\xb7\xd0\xb8\xd0\xbd\xd1\x8b, \xd1\x80\xd1\x8b\xd0\xbd\xd0\xbe\xd0\xba. \xd0\x9f\xd0\xb5\xd1\x80\xd1\x81\xd0\xbe\xd0\xbd\xd0\xb0\xd0\xbb\xd1\x83 \xd0\xbe\xd1\x82\xd0\xb4\xd0\xb5\xd0\xbb\xd1\x8c\xd0\xbd\xd0\xbe\xd0\xb5 \xd0\xbe\xd0\xb3\xd1\x80\xd0\xbe\xd0\xbc\xd0\xbd\xd0\xb5\xd0\xb9\xd1\x88\xd0\xb5\xd0\xb5 \xd1\x81\xd0\xbf\xd0\xb0\xd1\x81\xd0\xb8\xd0\xb1\xd0\xbe! \xd0\x92\xd0\xbe \xd0\xb2\xd1\x81\xd0\xb5\xd0\xbc \xd0\xbf\xd0\xbe\xd0\xbc\xd0\xbe\xd0\xb3\xd0\xb0\xd0\xbb, \xd0\xba\xd1\x83\xd0\xb4\xd0\xb0 \xd0\xbb\xd1\x83\xd1\x87\xd1\x88\xd0\xb5 \xd0\xbf\xd0\xbe\xd0\xb9\xd1\x82\xd0\xb8 \xd0\xb8 \xd1\x87\xd1\x82\xd0\xbe \xd0\xbf\xd0\xbe\xd1\x81\xd0\xb5\xd1\x82\xd0\xb8\xd1\x82\xd1\x8c \xd1\x81\xd0\xbe\xd0\xb2\xd0\xb5\xd1\x82\xd0\xbe\xd0\xb2\xd0\xb0\xd0\xbb, \xd1\x80\xd0\xb5\xd1\x81\xd1\x82\xd0\xbe\xd1\x80\xd0\xb0\xd0\xbd\xd1\x8b \xd0\xb1\xd1\x80\xd0\xbe\xd0\xbd\xd0\xb8\xd1\x80\xd0\xbe\xd0\xb2\xd0\xb0\xd0\xbb, \xd0\xbd\xd1\x83\xd0\xb6\xd0\xbd\xd1\x83\xd1\x8e \xd0\xb8\xd0\xbd\xd1\x84\xd0\xbe\xd1\x80\xd0\xbc\xd0\xb0\xd1\x86\xd0\xb8\xd1\x8e \xd1\x83\xd0\xb7\xd0\xbd\xd0\xb0\xd0\xb2\xd0\xb0\xd0\xbb,\xd0\xba\xd0\xb0\xd0\xba \xd0\xbf\xd1\x80\xd0\xbe\xd0\xb5\xd1\x85\xd0\xb0\xd1\x82\xd1\x8c \xd0\xbe\xd0\xb1\xd1\x8a\xd1\x8f\xd1\x81\xd0\xbd\xd1\x8f\xd0\xbb,\xd0\xb2\xd0\xbe\xd0\xbe\xd0\xb1\xd1\x89\xd0\xb5\xd0\xbc \xd0\xb2\xd1\x81\xd1\x91 \xd1\x81\xd1\x83\xd0\xbf\xd0\xb5\xd1\x80! \xd0\x9a\xd1\x80\xd1\x83\xd0\xb0\xd1\x81\xd0\xb0\xd0\xbd\xd1\x8b \xd0\xb2 \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd0\xb5,\xd0\xba\xd1\x81\xd1\x82\xd0\xb0\xd1\x82\xd0\xb8,\xd0\xbe\xd0\xbe\xd0\xbe\xd1\x87\xd0\xb5\xd0\xbd\xd1\x8c \xd0\xb2\xd0\xba\xd1\x83\xd1\x81\xd0\xbd\xd1\x8b\xd0\xb5! \xd0\x94\xd0\xbb\xd1\x8f \xd0\x9f\xd0\xb0\xd1\x80\xd0\xb8\xd0\xb6\xd0\xb0 \xd1\x8d\xd1\x82\xd0\xbe\xd1\x82 \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c \xd0\xb1\xd1\x8b\xd0\xbb \xd0\xb4\xd0\xbe\xd0\xbf\xd0\xbe\xd0\xbb\xd0\xbd\xd0\xb8\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c\xd0\xbd\xd1\x8b\xd0\xbc \xd0\xbf\xd0\xbb\xd1\x8e\xd1\x81\xd0\xbe\xd0\xbc \xd0\xb8 \xd0\xbf\xd1\x80\xd0\xb5\xd0\xba\xd1\x80\xd0\xb0\xd1\x81\xd0\xbd\xd1\x8b\xd0\xbc \xd0\xb2\xd0\xbf\xd0\xb5\xd1\x87\xd0\xb0\xd1\x82\xd0\xbb\xd0\xb5\xd0\xbd\xd0\xb8\xd0\xb5\xd0\xbc! \xd0\x92\xd0\xb5\xd1\x80\xd0\xbd\xd1\x83\xd0\xbb\xd0\xb0\xd1\x81\xd1\x8c \xd0\xb1\xd1\x8b \xd1\x81\xd1\x8e\xd0\xb4\xd0\xb0 \xd0\xb5\xd1\x89\xd1\x91 \xd1\x80\xd0\xb0\xd0\xb7!\n	\n\xd0\xbd\xd0\xb8\xd1\x87\xd0\xb5\xd0\xb3\xd0\xbe!\n	10.0
360	nl	des-coma-c-dies	3	Parijs	fr	Aurelia	Zuerich, Zwitserland	Vriendengroep	\nMeine 16 j\xc3\xa4hrige Tochter war mit ihrer Freundin alleine in Paris. Die Mitarbeiter im Hotel waren \xc3\xa4usserst hilfsbereit vor und w\xc3\xa4hrend des Aufenthalts. Die M\xc3\xa4dchen waren begeistert.\n	None	10.0
393	nl	des-coma-c-dies	3	Parijs	fr	Arnaldo	S\xc3\xa3o Jos\xc3\xa9 dos Campos, Brazili\xc3\xab	Gezin met oudere kinderen	\nHotel muito agrad\xc3\xa1vel, bem localizado e com instala\xc3\xa7\xc3\xb5es muito bonitas.\nMas o que mais chamou nossa aten\xc3\xa7\xc3\xa3o foi a equipe que l\xc3\xa1 trabalha,\nextremamente gentil e atenciosa. Nota 10 para esse hotel!\n	None	10.0
396	nl	des-coma-c-dies	3	Parijs	fr	Irina	Pushkino MOSKOVSKAJA obl, Rusland	Gezin met oudere kinderen	\n\xd0\x9e\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c \xd1\x83\xd1\x8e\xd1\x82\xd0\xbd\xd1\x8b\xd0\xb9, \xd1\x87\xd0\xb8\xd1\x81\xd1\x82\xd1\x8b\xd0\xb9. \xd0\x9a\xd0\xbe\xd0\xbc\xd0\xbd\xd0\xb0\xd1\x82\xd1\x8b \xd0\xb4\xd0\xbb\xd1\x8f \xd0\x9f\xd0\xb0\xd1\x80\xd0\xb8\xd0\xb6\xd0\xb0 \xd0\xbd\xd0\xb5\xd0\xbc\xd0\xb0\xd0\xbb\xd0\xb5\xd0\xbd\xd1\x8c\xd0\xba\xd0\xb8\xd0\xb5, \xd0\xba\xd0\xbe\xd0\xbc\xd1\x84\xd0\xbe\xd1\x80\xd1\x82\xd0\xbd\xd1\x8b\xd0\xb5 (\xd1\x83 \xd0\xbd\xd0\xb0\xd1\x81 \xd0\xb1\xd1\x8b\xd0\xbb \xd1\x82\xd1\x80\xd1\x91\xd1\x85\xd0\xbc\xd0\xb5\xd1\x81\xd1\x82\xd0\xbd\xd1\x8b\xd0\xb9 \xd0\xbd\xd0\xbe\xd0\xbc\xd0\xb5\xd1\x80). \xd0\x9d\xd0\xb5\xd1\x81\xd0\xbc\xd0\xbe\xd1\x82\xd1\x80\xd1\x8f \xd0\xbd\xd0\xb0 \xd1\x85\xd0\xbe\xd0\xbb\xd0\xbe\xd0\xb4\xd0\xbd\xd1\x83\xd1\x8e \xd0\xbf\xd0\xbe\xd0\xb3\xd0\xbe\xd0\xb4\xd1\x83, \xd0\xb2 \xd0\xbd\xd0\xbe\xd0\xbc\xd0\xb5\xd1\x80\xd0\xb5 \xd0\xb1\xd1\x8b\xd0\xbb\xd0\xbe \xd1\x82\xd0\xb5\xd0\xbf\xd0\xbb\xd0\xbe. \xd0\xa3\xd0\xb1\xd0\xbe\xd1\x80\xd0\xba\xd0\xb0 \xd0\xb8\xd0\xb4\xd0\xb5\xd0\xb0\xd0\xbb\xd1\x8c\xd0\xbd\xd0\xb0\xd1\x8f. \xd0\x97\xd0\xb0\xd0\xb2\xd1\x82\xd1\x80\xd0\xb0\xd0\xba \xd0\xb2 \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd0\xb5 \xd1\x80\xd0\xb0\xd0\xb7\xd0\xbd\xd0\xbe\xd0\xbe\xd0\xb1\xd1\x80\xd0\xb0\xd0\xb7\xd0\xbd\xd1\x8b\xd0\xb9, \xd0\xb2\xd0\xba\xd1\x83\xd1\x81\xd0\xbd\xd1\x8b\xd0\xb9 - \xd0\xbd\xd0\xb5\xd1\x81\xd0\xba\xd0\xbe\xd0\xbb\xd1\x8c\xd0\xba\xd0\xbe \xd0\xb2\xd0\xb8\xd0\xb4\xd0\xbe\xd0\xb2 \xd1\x81\xd1\x8b\xd1\x80\xd0\xb0, \xd0\xba\xd0\xbe\xd0\xbb\xd0\xb1\xd0\xb0\xd1\x81\xd0\xb0, \xd0\xb2\xd0\xb5\xd1\x82\xd1\x87\xd0\xb8\xd0\xbd\xd0\xb0, \xd1\x8f\xd0\xb9\xd1\x86\xd0\xb0, \xd0\xb2\xd0\xba\xd1\x83\xd1\x81\xd0\xbd\xd0\xb5\xd0\xb9\xd1\x88\xd0\xb0\xd1\x8f \xd1\x81\xd0\xb2\xd0\xb5\xd0\xb6\xd0\xb0\xd1\x8f \xd0\xb2\xd1\x8b\xd0\xbf\xd0\xb5\xd1\x87\xd0\xba\xd0\xb0, \xd0\xb9\xd0\xbe\xd0\xb3\xd1\x83\xd1\x80\xd1\x82\xd1\x8b, \xd0\xb2\xd0\xb0\xd1\x80\xd0\xb5\xd0\xbd\xd1\x8c\xd0\xb5, \xd0\xbf\xd0\xbe\xd0\xb2\xd0\xb8\xd0\xb4\xd0\xbb\xd0\xbe, \xd1\x82\xd0\xbe\xd1\x81\xd1\x82\xd1\x8b, \xd0\xb1\xd0\xbb\xd0\xb8\xd0\xbd\xd1\x87\xd0\xb8\xd0\xba\xd0\xb8, \xd1\x85\xd0\xbb\xd0\xbe\xd0\xbf\xd1\x8c\xd1\x8f, \xd1\x81\xd0\xb2\xd0\xb5\xd0\xb6\xd0\xb5\xd0\xb2\xd1\x8b\xd0\xb6\xd0\xb0\xd1\x82\xd1\x8b\xd0\xb5 \xd1\x81\xd0\xbe\xd0\xba\xd0\xb8 \xd0\xb8 \xd1\x82.\xd0\xbf.  \xd0\x9e\xd1\x87\xd0\xb5\xd0\xbd\xd1\x8c \xd0\xb4\xd1\x80\xd1\x83\xd0\xb6\xd0\xb5\xd0\xbb\xd1\x8e\xd0\xb1\xd0\xbd\xd1\x8b\xd0\xb9 \xd0\xb8 \xd0\xbf\xd1\x80\xd0\xb8\xd0\xb2\xd0\xb5\xd1\x82\xd0\xbb\xd0\xb8\xd0\xb2\xd1\x8b\xd0\xb9 \xd0\xbf\xd0\xb5\xd1\x80\xd1\x81\xd0\xbe\xd0\xbd\xd0\xb0\xd0\xbb, \xd0\xbd\xd0\xb5 \xd0\xb7\xd0\xbd\xd0\xb0\xd1\x8f \xd1\x84\xd1\x80\xd0\xb0\xd0\xbd\xd1\x86\xd1\x83\xd0\xb7\xd1\x81\xd0\xba\xd0\xbe\xd0\xb3\xd0\xbe, \xd0\xbc\xd1\x8b \xd0\xbd\xd0\xb5 \xd0\xb8\xd1\x81\xd0\xbf\xd1\x8b\xd1\x82\xd1\x8b\xd0\xb2\xd0\xb0\xd0\xbb\xd0\xb8 \xd1\x82\xd1\x80\xd1\x83\xd0\xb4\xd0\xbd\xd0\xbe\xd1\x81\xd1\x82\xd0\xb8 \xd0\xb2 \xd0\xbe\xd0\xb1\xd1\x89\xd0\xb5\xd0\xbd\xd0\xb8\xd0\xb8. \xd0\x97\xd0\xb0\xd1\x80\xd0\xb0\xd0\xbd\xd0\xb5\xd0\xb5 \xd0\xb7\xd0\xb0\xd0\xba\xd0\xb0\xd0\xb7\xd1\x8b\xd0\xb2\xd0\xb0\xd0\xbb\xd0\xb8 \xd1\x82\xd1\x80\xd0\xb0\xd0\xbd\xd1\x81\xd1\x84\xd0\xb5\xd1\x80 \xd0\xb2 \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd0\xb5, \xd0\xb2\xd0\xbe\xd0\xb4\xd0\xb8\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c \xd0\xb6\xd0\xb4\xd0\xb0\xd0\xbb \xd0\xbd\xd0\xb0\xd1\x81 \xd0\xb2 \xd0\xb0\xd1\x8d\xd1\x80\xd0\xbe\xd0\xbf\xd0\xbe\xd1\x80\xd1\x82\xd1\x83.\r\xd0\x9e\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c \xd1\x80\xd0\xb0\xd1\x81\xd0\xbf\xd0\xbe\xd0\xbb\xd0\xbe\xd0\xb6\xd0\xb5\xd0\xbd \xd0\xb2 \xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80\xd0\xb5, \xd0\xb2\xd0\xb5\xd0\xb7\xd0\xb4\xd0\xb5 \xd1\x85\xd0\xbe\xd0\xb4\xd0\xb8\xd0\xbb\xd0\xb8 \xd0\xbf\xd0\xb5\xd1\x88\xd0\xba\xd0\xbe\xd0\xbc. \xd0\x9e\xd1\x82\xd0\xb4\xd1\x8b\xd1\x85 \xd0\xb1\xd1\x8b\xd0\xbb \xd0\xb7\xd0\xb0\xd0\xbc\xd0\xb5\xd1\x87\xd0\xb0\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c\xd0\xbd\xd1\x8b\xd0\xbc! \xd0\x91\xd0\xbe\xd0\xbb\xd1\x8c\xd1\x88\xd0\xbe\xd0\xb5 \xd1\x81\xd0\xbf\xd0\xb0\xd1\x81\xd0\xb8\xd0\xb1\xd0\xbe \xd0\xb1\xd1\x83\xd0\xba\xd0\xb8\xd0\xbd\xd0\xb3\xd1\x83 \xd0\xb7\xd0\xb0 \xd0\xbf\xd0\xbe\xd0\xbc\xd0\xbe\xd1\x89\xd1\x8c \xd0\xb2 \xd0\xb1\xd1\x80\xd0\xbe\xd0\xbd\xd0\xb8\xd1\x80\xd0\xbe\xd0\xb2\xd0\xb0\xd0\xbd\xd0\xb8\xd0\xb8.\n	None	10.0
406	nl	des-coma-c-dies	3	Parijs	fr	Ivo	GORIZIA, Itali\xc3\xab	Jong stel	\nC&#39;\xc3\xa8 una bellissima sensazione che ti rimane addosso quando saluti\nquesto Hotel parigino. Staff cordialissimo e super professionale, camere\npiccole ma pulitissime e comode nei comfort, fermata della metro a un\npasso. Non abbiamo usufruito della colazione&#47;brunch proposta ma\nvisto I prezzi che ci sono a Parigi vale la pena provare. Decisamente\nconsigliato, ottimo rapporto qualit\xc3\xa0&#47;prezzo.\n	None	10.0
412	nl	des-coma-c-dies	3	Parijs	fr	Bernd	Oberndorf, Duitsland	Ouder stel	\nSehr gute Lage, in einer recht ruhigen Nebenstra\xc3\x9fe. In der N\xc3\xa4he gibt es viele kleine L\xc3\xa4den und Restaurants. Die Mitarbeiter waren alle sehr freundlich, die Zimmer sehr sauber; Bett und Matratze sehr bequem. Auch das Fr\xc3\xbchst\xc3\xbcck war sehr lecker, die Auswahl gut.\n	\nDie Zimmer sind recht hellh\xc3\xb6rig, ist vermutlich dem Altbau geschuldet.\n	10.0
427	nl	des-coma-c-dies	3	Parijs	fr	Raffaella	Monfalcone, Itali\xc3\xab	Gezin met jonge kinderen	\nAccogliente e pulito, vicinissimo alla metro. In zona ci sono parecchi caff\xc3\xa8 e bistrot per la colazione, pranzi e cene. La stanza quadrupla \xc3\xa8 ben disposta e puo&#39; andar bene anche per due giovani coppie di amici (molto affiatati) perch\xc3\xa9 ben divisa (anche se il bagno \xc3\xa8 unico). Siamo stati molto bene.\n	None	10.0
442	nl	des-coma-c-dies	3	Parijs	fr	Lefez	PIREY, Frankrijk	Gezin met oudere kinderen	\nH\xc3\xb4tel tr\xc3\xa8s propre, design sympa et chaleureux,tr\xc3\xa8s bon accueil. H\xc3\xb4tel\ntr\xc3\xa8s bien plac\xc3\xa9 pour toutes les sorties dans Paris, shopping, th\xc3\xa9\xc3\xa2tre,\nresto..... . Petit d\xc3\xa9jeuner tr\xc3\xa8s copieux, mais un peu cher.\n	None	10.0
447	nl	des-coma-c-dies	3	Parijs	fr	Pierre	vannes, Frankrijk	Jong stel	\nChambre tres joliment d\xc3\xa9cor\xc3\xa9e et spacieuse (chambre pour 3 pers &#47; nous\netions 2), hotel tres bien plac\xc3\xa9, personnel tres acceuillant. Mon amie\net moi venons souvent \xc3\xa0 Paris et nous avons ador\xc3\xa9 cet Hotel. Nous\nreviendrons ici ...\n	\nSeul point d&#39;am\xc3\xa9lioration minime : matelas un peu dur et al\xc3\xa8ze\n(plastique ?) qu&#39;on peut deviner sous le drap (assez legerement).\n	10.0
448	nl	des-coma-c-dies	3	Parijs	fr	Daniel	Kaiserslautern, Duitsland	Vriendengroep	\nDie Freundlichkeit und Hilfsbereitschaft der deutsch- und ebenso englischsprachigen Receptionsmitarbeiterinnen und -mitarbeiter; das f\xc3\xbcr franz\xc3\xb6sische Verh\xc3\xa4ltnisse doch sehr \xc3\xbcppige Fr\xc3\xbchst\xc3\xbccksbuffet sowie die zentrale und dennoch ruhige Lage unweit des Gare de l&#39;Est.\n	None	10.0
471	nl	des-coma-c-dies	3	Parijs	fr	Gauchot	Doux, Frankrijk	Individuele reiziger	\nC&#39;est tr\xc3\xa8s propre, la d\xc3\xa9coration est charmante et raffin\xc3\xa9, c&#39;est un\npetit h\xc3\xb4tel qui a beaucoup de charme. Le personnel est tr\xc3\xa8s sympathique.\nA quelque m\xc3\xa8tre du m\xc3\xa9tro, \xc3\xa0 cote du grand rex, du Th\xc3\xa9\xc3\xa2tres des com\xc3\xa9dies\net du mus\xc3\xa9 grevin en autres.\n	\nLa fen\xc3\xaatre de ma chambre donnait sur les tuyaux des climatiseurs, contre\ntoutes attentes je ne les est pas entendu ronronner de la nuit. Les\nchambres individuelles sont un peu petites, mais pour dormir c&#39;est\nparfait car on ne vient pas \xc3\xa0 Paris pour rester dans sa chambre d&#39;h\xc3\xb4tel\n	10.0
501	nl	des-coma-c-dies	3	Parijs	fr	Helene	Bruxelles, Belgi\xc3\xab	Vriendengroep	\nExcellente situation dans la ville. Le personnel de l&#39;h\xc3\xb4tel est tr\xc3\xa8s gentil et serviable. J&#39;ai beaucoup aim\xc3\xa9 le c\xc3\xb4t\xc3\xa9 chic et rustique de cet h\xc3\xb4tel. Les chambres sont tr\xc3\xa8s charmantes. Il fait calme. Le petit d\xc3\xa9jeuner est excellent.\n	None	10.0
504	nl	des-coma-c-dies	3	Parijs	fr	Jo\xc3\xabl	Secondigny, Frankrijk	Ouder stel	\npetit h\xc3\xb4tel tr\xc3\xa8s bien d\xc3\xa9cor\xc3\xa9; notre chambre \xc3\xa9tait petite, mais tr\xc3\xa8s bien agenc\xc3\xa9e, avec l&#39;essentiel : minibar (cher) coffre, clim, tv \xc3\xa9cran plat, acc\xc3\xa8s wifi gratuit dans les chambres ; l&#39;insonorisation est tr\xc3\xa8s bonne ; petit d\xc3\xa9jeuner \xc3\xa0 13 euros avec buffet \xc3\xa0 volont\xc3\xa9 ; proximit\xc3\xa9 d&#39;un parking public juste \xc3\xa0 c\xc3\xb4t\xc3\xa9 \xc3\xa0 24 euros la nuit , pratique ; h\xc3\xb4tel tr\xc3\xa8s agr\xc3\xa9able, et tr\xc3\xa8s proche des th\xc3\xa9\xc3\xa2tres ! j&#39;y retournerais  \xc3\xa0 coup s\xc3\xbbr !\n	None	10.0
513	nl	des-coma-c-dies	3	Parijs	fr	Line	Villars sur Ollon, Zwitserland	Vriendengroep	\nLa gentillesse du personnel, la propret\xc3\xa9,la chambre  bien meubl\xc3\xa9e et la d\xc3\xa9coration sobre , de bon go\xc3\xbbt . Id\xc3\xa9al pour ceux qui travaillent dans le pr\xc3\xaat a porter et qui doivent se rendre dans le quartier du sentier.\n	None	10.0
518	nl	des-coma-c-dies	3	Parijs	fr	Olga	\xd0\x9c\xd0\xbe\xd1\x81\xd0\xba\xd0\xb2\xd0\xb0, Rusland	Gezin met oudere kinderen	\n\xd0\xbe\xd1\x87\xd0\xb5\xd0\xbd\xd1\x8c \xd1\x83\xd1\x8e\xd1\x82\xd0\xbd\xd1\x8b\xd0\xb9 \xd0\xbc\xd0\xb0\xd0\xbb\xd0\xb5\xd0\xbd\xd1\x8c\xd0\xba\xd0\xb8\xd0\xb9 \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd1\x8c, \xd0\xba\xd1\x80\xd0\xb0\xd1\x81\xd0\xb8\xd0\xb2\xd1\x8b\xd0\xb5 \xd0\xbd\xd0\xbe\xd0\xbc\xd0\xb5\xd1\x80\xd0\xb0 \xd1\x81 \xd0\xbd\xd0\xbe\xd0\xb2\xd0\xbe\xd0\xb9 \xd0\xbc\xd0\xb5\xd0\xb1\xd0\xb5\xd0\xbb\xd1\x8c\xd1\x8e, \xd1\x80\xd1\x8f\xd0\xb4\xd0\xbe\xd0\xbc \xd1\x87\xd0\xb0\xd1\x81\xd1\x82\xd0\xbd\xd0\xb0\xd1\x8f \xd0\xbf\xd0\xb0\xd1\x80\xd0\xba\xd0\xbe\xd0\xb2\xd0\xba\xd0\xb0, \xd0\xb3\xd0\xb4\xd0\xb5 \xd0\xb4\xd0\xb5\xd0\xbb\xd0\xb0\xd1\x8e\xd1\x82 \xd1\x81\xd0\xba\xd0\xb8\xd0\xb4\xd0\xba\xd1\x83 \xd0\xb4\xd0\xbb\xd1\x8f \xd0\xbf\xd1\x80\xd0\xbe\xd0\xb6\xd0\xb8\xd0\xb2\xd0\xb0\xd1\x8e\xd1\x89\xd0\xb8\xd1\x85 \xd0\xb2 \xd0\xbe\xd1\x82\xd0\xb5\xd0\xbb\xd0\xb8 \xd0\xbf\xd0\xbe\xd1\x81\xd1\x82\xd0\xbe\xd1\x8f\xd0\xbb\xd1\x8c\xd1\x86\xd0\xb5\xd0\xb2, \xd0\xbe\xd1\x87\xd0\xb5\xd0\xbd\xd1\x8c \xd1\x83\xd0\xb4\xd0\xbe\xd0\xb1\xd0\xbd\xd0\xbe\xd0\xb5 \xd0\xbc\xd0\xb5\xd1\x81\xd1\x82\xd0\xbe\xd1\x80\xd0\xb0\xd1\x81\xd0\xbf\xd0\xbe\xd0\xbb\xd0\xbe\xd0\xb6\xd0\xb5\xd0\xbd\xd0\xb8\xd0\xb5, \xd1\x80\xd1\x8f\xd0\xb4\xd0\xbe\xd0\xbc 2 \xd1\x81\xd1\x82\xd0\xb0\xd0\xbd\xd1\x86\xd0\xb8\xd0\xb8 \xd0\xbc\xd0\xb5\xd1\x82\xd1\x80\xd0\xbe, \xd0\xb8 \xd0\xbc\xd0\xbe\xd0\xb6\xd0\xbd\xd0\xbe \xd0\xbf\xd0\xb5\xd1\x88\xd0\xba\xd0\xbe\xd0\xbc \xd0\xb4\xd0\xbe\xd0\xb9\xd1\x82\xd0\xb8 \xd0\xb4\xd0\xbe \xd0\x9b\xd1\x83\xd0\xb2\xd1\x80\xd0\xb0, \xd0\x9d\xd0\xbe\xd1\x82\xd1\x80-\xd0\x94\xd0\xb0\xd0\xbc\xd0\xb0\n	\n\xd0\xbd\xd0\xb5\xd0\xbc\xd0\xbd\xd0\xbe\xd0\xb3\xd0\xbe \xd1\x88\xd1\x83\xd0\xbc\xd0\xbd\xd0\xbe\xd0\xb2\xd0\xb0\xd1\x82\xd0\xbe\n	10.0
553	nl	des-coma-c-dies	3	Parijs	fr	Vanda	SEREGNO, Itali\xc3\xab	Ouder stel	\nE&#39; stata una scelta azzeccatissima ! accoglienza calorosissima ! Un\nhotel &quot; bomboniera &quot;, la ns camera dava all&#39; interno del cortiletto e\nquindi molto silenziosa. Posizione dell&#39; hotel fantastica : a 2 minuti a\npiedi, all&#39; angolo della via , ben 2 stazioni di metropolitana e la\nfermata dell&#39; open bus tour : meglio di cos\xc3\xac ... la zona pullula di\nbistrot animatissimi e teatri di ogni tipo. Tutto lo staff del personale\nveramente molto disponibile x informazioni e consigli, gentilissimi ,\nsempre sorridenti e cosa non da poco....parlano tutti inglese ed anche\nun po&#39; di italiano ! La colazione ricca , abbondante e di buonissima\nqualit\xc3\xa0. Un grazie di cuore x l&#39; accoglienza ! Sicuramente torneremo qui\nper il ns prox soggiorno a Parigi ! Lo consigliamo a tutti !\n	\nNulla di negativo . Tutto perfetto !\n	10.0
554	nl	des-coma-c-dies	3	Parijs	fr	Lorenzo	TRIESTE, Itali\xc3\xab	Gezin met oudere kinderen	\nStruttura semplice ma confortevole e pulita, tutto appena ristrutturato,\ncamera e letti pi\xc3\xb9 che confortevoli per tre adulti (alti e robusti ), il\nnostro bagno era molto grande, con vasca e finestra. Posizione ottima,\nben servita da 2 linee di metro ( 8 e 9 , fermata a 100 metri ) , a 15\nminuti a piedi da Opera, Louvre, ecc...e in zona piena di buoni locali\nper risotrazione (per tutti I gusti e per tutte le tasche) . Da\nconsigliare e da ritornarci !\n	None	10.0
